MSG,8,1,1,AD9D31,1,2022/10/02,14:25:42.897,2022/10/02,14:25:42.927,,,,,,,,,,,,0
MSG,7,1,1,A88467,1,2022/10/02,14:25:42.905,2022/10/02,14:25:42.928,,9475,,,,,,,,,,
MSG,7,1,1,AB2372,1,2022/10/02,14:25:42.942,2022/10/02,14:25:42.981,,31425,,,,,,,,,,
MSG,7,1,1,C088FB,1,2022/10/02,14:25:42.993,2022/10/02,14:25:43.036,,24600,,,,,,,,,,
MSG,8,1,1,A88467,1,2022/10/02,14:25:43.237,2022/10/02,14:25:43.257,,,,,,,,,,,,0
MSG,4,1,1,A88467,1,2022/10/02,14:25:43.364,2022/10/02,14:25:43.416,,,293,225,,,2752,,,,,0
MSG,3,1,1,AD9D31,1,2022/10/02,14:25:43.367,2022/10/02,14:25:43.416,,900,,,47.79671,-122.47229,,,0,,0,0
MSG,4,1,1,AD9D31,1,2022/10/02,14:25:43.367,2022/10/02,14:25:43.416,,,103,169,,,128,,,,,0
MSG,4,1,1,C088FB,1,2022/10/02,14:25:43.443,2022/10/02,14:25:43.473,,,360,349,,,-1600,,,,,0
MSG,3,1,1,AB2372,1,2022/10/02,14:25:43.483,2022/10/02,14:25:43.526,,31425,,,47.57922,-122.39971,,,0,,0,0
MSG,4,1,1,AB2372,1,2022/10/02,14:25:43.513,2022/10/02,14:25:43.527,,,473,157,,,1408,,,,,0
MSG,5,1,1,C088FB,1,2022/10/02,14:25:43.547,2022/10/02,14:25:43.581,,24575,,,,,,,0,,0,
MSG,5,1,1,C088FB,1,2022/10/02,14:25:43.596,2022/10/02,14:25:43.635,,24575,,,,,,,0,,0,
MSG,3,1,1,C088FB,1,2022/10/02,14:25:43.693,2022/10/02,14:25:43.744,,24575,,,47.98151,-122.29568,,,0,,0,0
MSG,8,1,1,A88467,1,2022/10/02,14:25:43.713,2022/10/02,14:25:43.745,,,,,,,,,,,,0
MSG,8,1,1,AD9D31,1,2022/10/02,14:25:43.932,2022/10/02,14:25:43.963,,,,,,,,,,,,0
MSG,1,1,1,AB2372,1,2022/10/02,14:25:43.948,2022/10/02,14:25:43.964,AAL1719 ,,,,,,,,,,,0
MSG,8,1,1,AB2372,1,2022/10/02,14:25:44.046,2022/10/02,14:25:44.075,,,,,,,,,,,,0
MSG,8,1,1,AB2372,1,2022/10/02,14:25:44.057,2022/10/02,14:25:44.076,,,,,,,,,,,,0
MSG,8,1,1,AB2372,1,2022/10/02,14:25:44.077,2022/10/02,14:25:44.127,,,,,,,,,,,,0
MSG,7,1,1,AB2372,1,2022/10/02,14:25:44.195,2022/10/02,14:25:44.237,,31450,,,,,,,,,,
MSG,3,1,1,AD9D31,1,2022/10/02,14:25:44.347,2022/10/02,14:25:44.400,,900,,,47.79625,-122.47215,,,0,,0,0
MSG,4,1,1,AD9D31,1,2022/10/02,14:25:44.347,2022/10/02,14:25:44.400,,,103,169,,,64,,,,,0
MSG,3,1,1,AB2372,1,2022/10/02,14:25:44.418,2022/10/02,14:25:44.455,,31450,,,47.57741,-122.39854,,,0,,0,0
MSG,4,1,1,AB2372,1,2022/10/02,14:25:44.448,2022/10/02,14:25:44.457,,,473,157,,,1408,,,,,0
MSG,8,1,1,AB2372,1,2022/10/02,14:25:44.478,2022/10/02,14:25:44.510,,,,,,,,,,,,0
MSG,7,1,1,AB2372,1,2022/10/02,14:25:44.546,2022/10/02,14:25:44.566,,31450,,,,,,,,,,
MSG,3,1,1,C088FB,1,2022/10/02,14:25:44.703,2022/10/02,14:25:44.730,,24550,,,47.98315,-122.29617,,,0,,0,0
MSG,3,1,1,AD9D31,1,2022/10/02,14:25:44.751,2022/10/02,14:25:44.784,,900,,,47.79607,-122.47208,,,0,,0,0
MSG,4,1,1,AD9D31,1,2022/10/02,14:25:44.751,2022/10/02,14:25:44.784,,,103,169,,,64,,,,,0
MSG,3,1,1,A88467,1,2022/10/02,14:25:44.842,2022/10/02,14:25:44.892,,9550,,,47.58311,-122.52674,,,0,,0,0
MSG,8,1,1,C088FB,1,2022/10/02,14:25:45.022,2022/10/02,14:25:45.055,,,,,,,,,,,,0
MSG,7,1,1,AB2372,1,2022/10/02,14:25:45.220,2022/10/02,14:25:45.273,,31475,,,,,,,,,,
MSG,3,1,1,AD9D31,1,2022/10/02,14:25:45.299,2022/10/02,14:25:45.328,,900,,,47.79583,-122.47206,,,0,,0,0
MSG,4,1,1,AD9D31,1,2022/10/02,14:25:45.299,2022/10/02,14:25:45.328,,,103,169,,,64,,,,,0
MSG,4,1,1,A88467,1,2022/10/02,14:25:45.361,2022/10/02,14:25:45.383,,,293,225,,,2752,,,,,0
MSG,1,1,1,AD9D31,1,2022/10/02,14:25:45.372,2022/10/02,14:25:45.384,N9766Z  ,,,,,,,,,,,0
MSG,3,1,1,AB2372,1,2022/10/02,14:25:45.424,2022/10/02,14:25:45.438,,31475,,,47.57541,-122.39727,,,0,,0,0
MSG,4,1,1,AB2372,1,2022/10/02,14:25:45.453,2022/10/02,14:25:45.492,,,473,157,,,1344,,,,,0
MSG,7,1,1,A88467,1,2022/10/02,14:25:45.457,2022/10/02,14:25:45.493,,9600,,,,,,,,,,
MSG,8,1,1,C088FB,1,2022/10/02,14:25:45.457,2022/10/02,14:25:45.493,,,,,,,,,,,,0
MSG,5,1,1,AB2372,1,2022/10/02,14:25:45.626,2022/10/02,14:25:45.656,,31475,,,,,,,0,,0,
MSG,8,1,1,A6099C,1,2022/10/02,14:25:45.664,2022/10/02,14:25:45.711,,,,,,,,,,,,0
MSG,7,1,1,A88467,1,2022/10/02,14:25:45.690,2022/10/02,14:25:45.713,,9600,,,,,,,,,,
MSG,5,1,1,AD9D31,1,2022/10/02,14:25:45.692,2022/10/02,14:25:45.714,,900,,,,,,,0,,0,
MSG,3,1,1,A88467,1,2022/10/02,14:25:45.747,2022/10/02,14:25:45.768,,9600,,,47.58225,-122.52805,,,0,,0,0
MSG,3,1,1,AD9D31,1,2022/10/02,14:25:45.782,2022/10/02,14:25:45.822,,900,,,47.79556,-122.47195,,,0,,0,0
MSG,4,1,1,AD9D31,1,2022/10/02,14:25:45.782,2022/10/02,14:25:45.822,,,103,169,,,128,,,,,0
MSG,5,1,1,C088FB,1,2022/10/02,14:25:45.939,2022/10/02,14:25:45.984,,24500,,,,,,,0,,0,
MSG,7,1,1,A6099C,1,2022/10/02,14:25:46.023,2022/10/02,14:25:46.043,,4375,,,,,,,,,,
MSG,8,1,1,AD9D31,1,2022/10/02,14:25:46.059,2022/10/02,14:25:46.095,,,,,,,,,,,,0
MSG,4,1,1,C088FB,1,2022/10/02,14:25:46.063,2022/10/02,14:25:46.096,,,359,349,,,-1600,,,,,0
MSG,7,1,1,A6099C,1,2022/10/02,14:25:46.113,2022/10/02,14:25:46.148,,4375,,,,,,,,,,
MSG,7,1,1,AD9D31,1,2022/10/02,14:25:46.122,2022/10/02,14:25:46.148,,900,,,,,,,,,,
MSG,3,1,1,AD6E10,1,2022/10/02,14:25:46.207,2022/10/02,14:25:46.256,,7900,,,,,,,0,,0,0
MSG,4,1,1,A88467,1,2022/10/02,14:25:46.303,2022/10/02,14:25:46.312,,,293,225,,,2688,,,,,0
MSG,7,1,1,A88467,1,2022/10/02,14:25:46.328,2022/10/02,14:25:46.366,,9625,,,,,,,,,,
MSG,7,1,1,A88467,1,2022/10/02,14:25:46.330,2022/10/02,14:25:46.366,,9625,,,,,,,,,,
MSG,3,1,1,AD9D31,1,2022/10/02,14:25:46.359,2022/10/02,14:25:46.367,,900,,,47.79529,-122.47188,,,0,,0,0
MSG,4,1,1,AD9D31,1,2022/10/02,14:25:46.359,2022/10/02,14:25:46.367,,,103,169,,,128,,,,,0
MSG,3,1,1,AB2372,1,2022/10/02,14:25:46.418,2022/10/02,14:25:46.422,,31500,,,47.57341,-122.39601,,,0,,0,0
